URL FOR CHECKING,Company,Descriptions,3 Yrs Growth,Industry,State,City,Year Founded,Website
https://www.inc.com/profile/snaplogic?listid=495,SnapLogic,The leader in generative integration accelerating digital transformation across the enterprise and empowering everyone to integrate faster.Profile,75%,Software,CA,San Mateo,,
https://www.inc.com/profile/meridian-bird-removal?listid=495,Meridian Bird Removal,"Organization solving bird problems for businesses using patented capture gear, a proven process and the right people.Profile",75%,Business Products & Services,VA,Christiansburg,,
https://www.inc.com/profile/xvoucher?listid=495,Xvoucher,"Enterprise SaaS platform enabling global sales, distribution and management of digital products to support organizational tax compliance.Profile",75%,Software,NV,Henderson,,
https://www.inc.com/profile/society-awards?listid=495,Society Awards,"The world's best designer and manufacturer of awards for the most renowned and prestigious artists, brands and organizations.Profile",75%,Business Products & Services,NC,Charlotte,,
https://www.inc.com/profile/kinetic-data?listid=495,Kinetic Data,"Specialists in secure, efficient workflow automation solutions, prioritizing customer needs with an adaptable platform that integrates seamlessly.Profile",75%,IT Services,MN,Minneapolis,,
https://www.inc.com/profile/carnivore-meat-company?listid=495,Carnivore Meat Company,"A manufacturer of premium raw frozen and freeze-dried pet food and treats, supplying private label, co-packing and ingredients to customers.Profile",75%,Manufacturing,WI,Green Bay,,
https://www.inc.com/profile/silver-grove-financial-group?listid=495,Silver Grove Financial Group,"Independent financial services company dedicated to being their clients' trusted advisor, providing customized investment management and strategic wealth planning.Profile",75%,Financial Services,NY,Orchard Park,,
https://www.inc.com/profile/medication-management-partners?listid=495,Medication Management Partners,Provides medication management to assisted living facilities and group homes.Profile,75%,Health Services,IL,Crestwood,,
https://www.inc.com/profile/nei-general-contracting?listid=495,NEI General Contracting,"Provides general contracting, sustainable design, project development and estimating, and construction management services.Profile",75%,Construction,MA,Randolph,,
https://www.inc.com/profile/global-gateway-advisors?listid=495,Global Gateway Advisors,"Strategic communications consultancy helping companies, organizations and governments establish, grow, enhance and protect their reputation through influencer engagement.Profile",75%,Advertising & Marketing,NY,New York,,
https://www.inc.com/profile/method-technologies?listid=495,Method Technologies,"Offers IT and network services including security, cloud and backup solutions, vulnerability assessments, phone and VoIP solutions, and network cabling.Profile",75%,IT Services,CA,Cypress,,
https://www.inc.com/profile/evocalize?listid=495,Evocalize,"Provider of simple and effective cross-channel digital marketing solutions for franchisees, enabling clients to run local, optimized marketing programs.Profile",75%,Advertising & Marketing,WA,Seattle,,
https://www.inc.com/profile/dash-investments?listid=495,Dash Investments,"A financial services firm providing investment management services, including portfolio management, financial planning, income planning and tax planning.Profile",75%,Financial Services,CA,Woodland Hills,,
https://www.inc.com/profile/deerfield-agency?listid=495,Deerfield Agency,"Full-service agency that specializes in health care marketing, founded on the principle of providing extraordinary work at an exceptional value.Profile",75%,Advertising & Marketing,PA,Conshohocken,,
https://www.inc.com/profile/southern-horticulture-group?listid=495,Southern EEZ Landscaping,A full-service landscaping and maintenance company serving the Charlotte-Fort Mill-Rock Hill metro area with a range of services.Profile,75%,Environmental Services,SC,Fort Mill,,
https://www.inc.com/profile/prolific?listid=495,Prolific,"Firm partnering with purpose-driven leaders to maximize their revenue, impact, and relevancy through strategy, performance and capital.Profile",75%,Business Products & Services,IN,Indianapolis,,
https://www.inc.com/profile/mrl-promotions?listid=495,The MRL Group,"An end-to-end creative production agency, providing comprehensive brand articulation and development of branded merchandise, POS and POP displays.Profile",75%,Advertising & Marketing,FL,Fort Lauderdale,,
https://www.inc.com/profile/aspen-systems?listid=495,Aspen Systems,"Works with clients to identify the business needs for high performance computing systems. Manufactures, designs, installs and supports systems for businesses.Profile",75%,Manufacturing,CO,Wheat Ridge,,
https://www.inc.com/profile/rendever?listid=495,Rendever,"Wellness program using virtual reality to provide positive shared experiences to senior living communities, hospice organizations, hospitals and consumers.Profile",75%,Health Services,MA,Somerville,,
https://www.inc.com/profile/humann?listid=495,Humann,Functional nutrition company founded on the science of nitric oxide and its ability to support a healthy cardiovascular system.Profile,74%,Health Products,TX,Austin,,
https://www.inc.com/profile/amplified-wireless-solutions?listid=495,Amplified Wireless Solutions,"Firm assisting the amplification of coverage for emergency-responder radio and cellular signals in a low-risk, cost-effective manner.Profile",74%,Construction,WA,Vancouver,,
https://www.inc.com/profile/maven-imaging?listid=495,Maven Imaging,A cutting-edge medical imaging supply company dedicated to providing superior imaging products and technology to health care providers.Profile,74%,Health Products,CA,Aliso Viejo,,
https://www.inc.com/profile/rmo-llp?listid=495,RMO LLP,A specialty law firm focused exclusively on contentious trust and probate estate and conservatorship/guardianship matters.Profile,74%,Legal,CA,Brentwood,,
https://www.inc.com/profile/cj-advertising?listid=495,cj Advertising,Innovative marketing and advertising agency that specializes in working with exclusively personal injury law firms.Profile,74%,Advertising & Marketing,TN,Nashville,,
https://www.inc.com/profile/all-americanlook?listid=495,All American Print Supply,Printing equipment and supplies company offering a diverse product line to industries around the globe.Profile,74%,Business Products & Services,CA,Cerritos,,
https://www.inc.com/profile/wpromote?listid=495,Wpromote,"Independent digital agency specializing in driving profitable business outcomes at the convergence of creative, marketing and media.Profile",74%,Advertising & Marketing,CA,El Segundo,,
https://www.inc.com/profile/interior-investments?listid=495,Interior Investments,"Designs and installs office work spaces using ergonomically supportive and productivity enhancing furniture, lighting, wall treatments and carpeting.Profile",74%,Business Products & Services,IL,Lincolnshire,,
https://inc.com/michelle-cheng/30-under-30-2018-bee-downtown.html,Bee Downtown,Specialists installing and maintaining beehives on corporate campuses across the southeast while providing year-round employee engagement and leadership development programming.Profile,74%,Business Products & Services,NC,Morrisville,,
https://www.inc.com/profile/divergence-academy?listid=495,Divergence Academy,Educational institution focusing on data science education in Texas by designing cutting edge vocational programs focused on emerging technologies.Profile,74%,Education,TX,ADDISON,,
https://www.inc.com/profile/clear-cut-xteriors?listid=495,Clear Cut Xteriors,"Providing a wide variety of high-quality exterior and roofing services for residential customers across Minnesota, Wisconsin and Iowa.Profile",74%,Construction,MN,Oakdale,,
https://www.inc.com/profile/dutchcrafters?listid=495,DutchCrafters,"Operates niche-market stores online for individual and business consumers. One of its brands, DutchCrafters, sells Amish furniture.Profile",74%,Retail,FL,Sarasota,,
https://www.inc.com/profile/boldsquare?listid=495,The Boldsquare Group,Multi-disciplined strategy and communications practice providing executive leadership teams with senior counsel in high-pressure situations.Profile,74%,Advertising & Marketing,TN,Knoxville,,
